Logradouro,Endereco,Numero,Complemento,Bairro,Cidade,Estado,Pais,Cep,Latitude,Longitude
C,"02 LOTE 12 LOJA 1, 2, 3 E 5 S/N",1306,,,BRASILIA,,,72010-905,-15.8362,-48.0569
ROD,BR 316 KM 554 4362 LOJA ANC 0,1307,,,CAXIAS,,,65605-295,-4.87835,-43.3358
RUA,TRANSAMAZONICA 222 QUADRA02 B,1308,,,,,,68625-090,-2.99265,-47.3559
AV,BRASIL 6380,1309,,,CASCAVEL,,,85810-000,-24.955,-53.4592
RUA,BARAO DO RIO BRANCO 903,1310,,,,,,14160-040,-21.1368,-47.9917
RUA,DOS ANDRADAS 363,1311,,,,,,97541-001,-29.7845,-55.7955
AVE,AVENIDA 4 DE JULHO 86,1312,,,,,,64260-000,-4.27665,-41.7799
TRV,DOM PEDRO I 1104 1074,1313,,,BELEM,,,66050-100,-1.43962,-48.4841
AV,COLETORA A S/N LOJA ANCOR,1315,,,,,,49160-000,-10.8877,-37.1473
TRV,TREZE DE MAIO 276,1317,,,,,,68180-635,-4.27252,-55.9826
RUA:,NOVE DE MARCO 619,1318,,,JOINVILLE,,,89201-400,-26.3013,-48.8478
AVENIDA,DELMIRO GOUVEIA 400 400 LOJA 322 P,1319,,,ARACAJU,,,49035-900,-10.9687,-37.0372
AVENIDA,MARECHAL RONDON 1137,1320,,,,,,78250-000,-15.2299,-59.334
AVENIDA,BRASIL SN QD 38 LOTE,1321,,,TANGARA DA SERRA,,,78300-970,-5.63775,-35.4233
RUA,CORONEL CLEMENTE DE ARAUJO CASTRO S/N FAIXA 01,1322,,,,,,47640-000,-13.3974,-44.198
AV,SGT HERMINIO SAMPAIO 03100 2072/2073,1323,,,FORTALEZA,,,60355-512,-3.72481,-38.5463
PRACA,CRISTO REDENTOR 2102,1325,,,,,,00000-000,-2.62506,-56.7361
AV,IRAI 856,1326,,,,,,83321-002,-25.4483,-49.1863
AVENIDA,OLIVIA FLORES 2500 1080,1327,,,VITORIA DA CONQUISTA,,,45031-000,-14.8665,-40.8229
RUA,MORAES GORDO 301,1328,,,,,,18650-000,-22.7291,-48.5693
AV,AYRTON SENNA 1995 LOTES 10,1329,,,PARNAMIRIM,,,59151-610,-5.9122,-35.2605
RUA,7 DE SETEMBRO 97,1330,,,,,,98280-000,-28.2915,-53.501
RUA,BENJAMIM CONSTANT 212 Q32 L15,1331,,,ITUMBIARA,,,75503-050,-18.4152,-49.2171
AV,MANDACARU 277 LJ 105 106,1332,,,MARINGA,,,87080-283,-23.4134,-51.9559
ROD,"BR 316, KM 4 4500 LOJA 201 A",1333,,,ANANINDEUA,,,67113-970,-1.3847,-48.4107
AVENIDA,BRASIL 125,1334,,,,,,75860-000,-18.4478,-50.456
R,FILINTO MULLER 628,1335,,,,,,79400-000,-18.5112,-54.7573
RUA,MAL FLORIANO 895,1337,,,,,,96810-052,-29.7194,-52.4278
RUA,BENJAMIN CONSTANT 1160,1338,,,LONDRINA,,,86010-350,-23.3083,-51.1618
AVENIDA,FERNANDO COSTA 177 1-GLJS48/5,1339,,,ANAPOLIS,,,75064-780,-16.2923,-48.9678
AVE,NEWTON BELO 431,1341,,,,,,65390-000,-3.965,-45.661
RUA,-GENERAL OSORIO 160 LOTE 001 Q,1342,,,,,,76970-000,-11.6741,-61.1882
AVENIDA,JUVENAL JOAO VINAGRE 3090 QUADRAL1,1345,,,,,,44470-000,-12.9501,-38.6273
AVENIDA,BOULEVARD THAUMATURGO 338,1346,,,,,,69980-000,-7.62898,-72.6743
RUA,AMAZONAS 3289 E RUA TIET,1347,,,,,,15500-004,-20.4229,-49.9745
PRACA,DOM MAXIMO 51,1349,,,,,,47400-000,-10.8252,-42.732
AVENIDA,CONDE RIBEIRO DO VALLE 468,1350,,,,,,37800-000,-21.3033,-46.7086
QNM,12 (VIA NM 12-A) LOTE 14 E QNM 12,1351,,,ANANINDEUA,,,00000-000,-15.8112,-48.1053
RUA,MARECHAL DEODORO DA FONSECA 116,1353,,,,,,89130-000,-26.896,-49.2346
RUA,FREI BANJAMIM DE BORNO 45,1354,,,,,,65940-000,-5.81695,-46.1435
RUA,MAGALHAES DE ALMEIDA SN QUADRA35 L,1355,,,,,,65760-000,-5.25999,-44.4748
AVE,NOVA ALTAMIRA 1851 LUC ANCORA,1356,,,ALTAMIRA,,,68378-329,-3.18427,-52.235
RUA,JACY TEIXEIRA CAMARGO 940 940,1357,,,CAMPINAS,,,13050-913,-22.9328,-47.0776
AVENIDA,LAURA PACHECO BASTOS S/N,1358,,,GUARAPUAVA,,,85053-525,-25.3497,-51.4797
AVENIDA,GOIAS 1183 30 AREA,1359,,,JATAI,,,75800-012,-17.8866,-51.7147
PAES,DE CARVALHO 1001,1361,,,CASTANHAL,,,68745-197,-1.29212,-47.9249
AV,ARAPONGAS 779 LJ 803,1362,,,,,,86700-050,-23.411,-51.4365
TRV,MOJU 28,1364,,,,,,68695-000,-2.94337,-48.9481
RUA,DOUTOR FAUSTO FIGUEIREDO 1074 RUA CONSEL,1365,,,,,,55540-000,-8.64649,-35.6314
AV,AGENOR ARAUJO 00440 ANEXO A,1366,,,,,,63500-110,-6.36029,-39.2966
RUA,JOAQUIM NABUCO 625,1367,,,PRESIDENTE PRUDENTE,,,19010-071,-22.1234,-51.3874
AVE,AUTAZ MIRIM 6100 LJ LUC 220,1368,,,MANAUS,,,69085-000,-3.06165,-59.9501
ROD,DO MARIO COVAS 32 A,1369,,,ANANINDEUA,,,67115-000,-1.37926,-48.4129
RUA,BENEDITO ALMEIDA 216,1370,,,,,,45300-000,-13.0291,-39.605
RUA,CEL ARTHUR WHITACKER 160,1371,,,,,,13690-000,-21.9008,-47.6191
RUA,FRANCISCO QUEIROZ 654,1372,,,MANAUS,,,00000-000,-3.02995,-60.0011
AVE,DOS ESTADOS SN,1373,,,,,,68385-000,-6.86046,-51.431
AVE,CRISTO REI 423,1374,,,,,,68590-000,-4.44367,-49.1147
RUA,ORCINE FERNANDES 151 QUADRA 03,1375,,,,,,58340-000,-7.09602,-35.2303
RUA,BOULEVARD MELO PALHETA 187,1378,,,,,,68780-000,-0.854734,-48.1463
AVENIDA,ESTER 467,5001,,,,,,13150-000,-22.6443,-47.197
R,CEL CARLOS PIOLI SN,5002,,,,,,83540-000,-25.1925,-49.3146
QS,412 CONJUNTO D LOTE 01 SN,5003,,,BRASILIA,,,72320-554,-15.8735,-48.105
AVENIDA,GOVERNADOR VALADARES 689,5004,,,,,,38610-000,-16.3593,-46.9042
PRACA,CONEGO SIQUEIRA 17,5005,,,,,,12530-000,-23.0736,-44.958
AVENIDA,QUINZE DE NOVEMBRO 1130,5006,,,,,,15990-170,-21.6028,-48.3649
RUA,MANOEL JOSE SALOMAO 441,5007,,,,,,65950-000,-16.6954,-49.2654
PRACA,NOSSA SENHORA DA CONCEICAO 48,5008,,,,,,16700-000,-21.2906,-50.6379
RUA,ALPHEU MARCHON 150,5009,,,CASIMIRO DE ABREU,,,28860-000,-22.4783,-42.2027
AVENIDA,TAMOIOS 625,5010,,,,,,17601-000,-21.9285,-50.5118
RUA,TENENTE JOAQUIM NOGUEIRA DE QUEIROZ 00259,5011,,,,,,62870-000,-4.17344,-38.4612
RUA,BELEM 556 QUADRA 13,5012,,,,,,78840-000,-15.5562,-55.1607
RUA,VICENTE DE PAULA LIMA 407,5013,,,,,,14150-000,-21.198,-47.5971
AV,CORONEL DOMICIANO 147,5014,,,,,,00000-000,-22.665,-45.0078
AVENIDA,RIO BRANCO 551,5015,,,,,,17800-000,-21.6867,-51.0738
RUA,GENERAL POTIGUARA 2976,5016,,,CURITIBA,,,00000-000,-25.4783,-49.3255
AVENIDA,FERNAO DIAS PAES LEME 2222 LOJA N 501,5017,,,,,,13220-005,-23.2098,-46.8464
RUA,9 DE JULHO 649,5018,,,,,,14840-000,-21.3581,-48.2268
AV,GETULIO VARGAS 657 LJS 3 A 5,5019,,,,,,83301-010,-25.4459,-49.0644
RUA,JOSE LEONEL PUPO 387,5020,,,,,,14180-000,-21.0237,-48.0373
RUA,VOLUNTARIOS DA PATRIA 335,5021,,,RIO DE JANEIRO,,,22270-003,-22.9545,-43.1925
RUA,MARIZ E BARROS 824 LOJ F,5022,,,RIO DE JANEIRO,,,20270-002,-22.9157,-43.2218
AV,XV DE NOVEMBRO 716,5023,,,,,,86300-000,-23.1848,-50.6487
RUA,NOVE DE JULHO 1003,5024,,,,,,16800-000,-21.1329,-51.1024
AVN,JOSE BENTO RIBEIRO DANTAS S/N LJ LOTE 53,5025,,,,,,28950-000,-22.7705,-41.9116
RUA,COM ARAUJO 117,5026,,,CURITIBA,,,80420-000,-25.4345,-49.2774
RODOVIA,BR-497 S/N KM 1480,5027,,,UBERLANDIA,,,38414-583,-18.9118,-48.2621
RODOVIA,BR-101 SUL 9415 GALPAO A,5028,,,CABO DE SANTO AGOSTINHO,,,54503-010,-8.03689,-34.9414
ESTRADA,DOS ALPES 555 555 ARMZ LASA,5029,,,ITAPEVI,,,06696-900,-23.5152,-46.9292
ETR,DE MIGUEL PEREIRA 125 GALPAO:1A,5030,,,SEROPEDICA,,,23893-890,-22.4907,-43.4471
AV,"FLORES DA CUNHA, GEN 1530",5031,,,CACHOEIRINHA,,,94910-002,-29.9497,-51.0989
RUA,DUQUE DE CAXIAS 133 135 E 137,5032,,,ARACATUBA,,,16010-410,-21.207,-50.4415
RUA,PERNAMBUCO 1156 N 1164 SEG,5033,,,BELO HORIZONTE,,,30130-154,-19.9375,-43.9355
AV,MAL FLORIANO PEIXOTO 929,5034,,,,,,99300-000,-28.8373,-52.5129
RUA,PRIMEIRO DE MARCO 21 LOJA 21A,5035,,,RIO DE JANEIRO,,,20010-000,-22.9026,-43.1759
AVENIDA,NOSSA SENHORA DE FATIMA 833 LOJAS 22 A,5036,,,COTIA,,,06717-210,-23.6056,-46.927
OUT,11 DE JUNHO 301 QUADRA: 30,5037,,,,,,79150-000,-20.4593,-54.6213
RUA,NAVARRO DE ANDRADE 663,5038,,,,,,15775-000,-20.1966,-50.9253
AV,MAL FLORIANO PEIXOTO 4984 LJ LT 150,5039,,,CURITIBA,,,81630-000,-25.4725,-49.2523
RUA,LARGO DOM JOAO 62,5040,,,,,,39100-000,-18.2463,-43.6027
RUA,CORONEL OLIVEIRA 112,5041,,,,,,37795-000,-22.0697,-46.5708
RUA,MARECHAL DEODORO 438.,5042,,,FEIRA DE SANTANA,,,44002-064,-12.2591,-38.9666
AVE,VITORIA 102 E SUBSOLO,5043,,,,,,29830-000,-18.7109,-40.3982
ETR,DO GALEAO 2879 LOJ A,5044,,,RIO DE JANEIRO,,,21941-353,-22.8062,-43.2121
PRACA,CORONEL JOAO ROSA 188,5045,,,,,,18170-000,-23.7118,-47.4178
RUA,ALBERICO FLORES BUENO 371 LJ 07 FDO,5046,,,CURITIBA,,,82840-170,-25.3965,-49.2085
RUA,OSVALDO DEWAY 132 LOJA 1,5047,,,SALVADOR,,,40720-318,-12.8653,-38.4765
AVN,NOSSA SENHORA DE COPACABANA 00845 A LOJA,5049,,,RIO DE JANEIRO,,,22060-001,-22.9743,-43.1889
RUA,JARBAS FERREIRA PIRES 465 LOJA 01,5050,,,,,,35588-000,-20.2835,-45.5399
ALMIRANTE,MARQUES DE LEAO 54 LOJA 154,5051,,,SALVADOR,,,40140-230,-13.0096,-38.5315
AV,"AYRTON SENNA 5500 LOJAS 11,",5052,,,,,,22775-005,-22.9758,-43.3636
AVENIDA,GETULIO VARGAS 663,5054,,,FEIRA DE SANTANA,,,44001-325,-12.2556,-38.9593
RUA,INACIO FRANCO 1185,5055,,,,,,14640-000,-20.7356,-48.061
AVENIDA,DOUTOR FERNANDO ARENS 210,5057,,,,,,13160-000,-22.5836,-47.1602
AVN,JANE MARIA MARTINS FIGUEIRA 451 LOJA:01,5059,,,RIO DAS OSTRAS,,,28896-052,-22.5109,-41.9295
RUA,MAJOR PRADO 462,5060,,,JAU,,,17201-450,-22.2952,-48.5568
PRACA,DOM PEDRO II 47,5061,,,INDAIATUBA,,,13330-080,-23.0869,-47.2144
AVE,SEGUNDA AVENIDA 443,5064,,,SERRA,,,29165-390,-20.1982,-40.2522
AV,JACOB MACANHAN 468 LJ 05 TER,5065,,,,,,83320-392,-25.4285,-49.1833
RUA,NICOLAU KLUPPEL NETTO 1514,5066,,,PONTA GROSSA,,,84061-000,-25.1013,-50.2021
PRACA,DOUTOR LUND 94 LOJA 02 N,5067,,,LAGOA SANTA,,,33400-000,-19.6277,-43.8916
AVENIDA,CAMINHO DE AREIA 213,5068,,,SALVADOR,,,40440-360,-12.9282,-38.5034
AV,DOUTOR JOAO MEDEIROS FILHO 2395 LOJA 233,5070,,,NATAL,,,59110-200,-5.75785,-35.2472
AVENIDA,GETULIO VARGAS 41,5071,,,,,,36240-000,-21.4549,-43.5523
AVENIDA,VIGILATO RODRIGUES BRAGA 240 LOJA E PRI,5072,,,,,,35460-000,-20.188,-44.134
